index, total_number_packets, total_bytes
172.16.117.132/208.226.198.46, 2, 84
172.16.115.5/206.184.238.129, 2, 84
172.16.117.111/208.215.239.71, 18, 756
172.16.115.234/209.61.101.125, 2, 84
172.16.113.204/209.1.31.43, 4, 168
172.16.116.201/206.29.22.111, 4, 168
172.16.117.52/131.84.1.31, 2, 84
172.16.112.149/134.131.80.9, 6, 252
172.16.113.105/129.170.38.51, 2, 84
172.16.113.105/209.185.102.232, 4, 168
172.16.117.132/209.1.112.252, 4, 168
172.16.112.207/207.25.71.27, 12, 504
172.16.114.168/207.82.213.72, 2, 84
172.16.114.168/198.5.167.3, 2, 84
172.16.114.168/206.101.198.45, 4, 168
172.16.114.207/207.25.71.27, 6, 252
172.16.114.169/204.123.2.93, 2, 84
172.16.113.105/206.186.200.107, 4, 168
172.16.113.105/204.71.200.74, 18, 756
172.16.116.201/206.161.69.113, 4, 168
172.16.116.201/152.163.212.171, 2, 84
172.16.115.5/204.177.61.2, 6, 252
172.16.115.87/209.133.35.165, 6, 252
172.16.113.204/151.193.131.5, 2, 84
172.16.114.207/140.139.57.153, 2, 84
192.168.1.10/172.16.114.207, 104, 13156
172.16.117.103/207.25.71.145, 20, 840
172.16.115.5/130.207.244.26, 6, 252
172.16.117.111/198.137.240.91, 4, 168
172.16.115.5/198.60.134.51, 2, 84
172.16.112.207/205.160.191.2, 4, 168
172.16.114.168/132.60.56.5, 2, 84
172.16.113.204/12.10.32.34, 2, 84
172.16.113.204/195.152.37.59, 2, 84
172.16.117.103/206.52.27.11, 8, 336
172.16.113.105/204.247.170.137, 2, 84
172.16.114.168/209.1.112.251, 2, 84
172.16.116.201/207.240.118.17, 2, 84
172.16.114.168/205.181.112.66, 2, 84
172.16.113.105/204.123.2.75, 2, 84
172.16.113.105/143.158.16.69, 6, 252
172.16.117.132/209.160.40.166, 22, 924
172.16.113.204/135.13.216.191, 1004, 132196
172.16.114.169/151.196.95.207, 4, 168
172.16.117.52/208.134.241.217, 4, 168
172.16.112.149/205.181.112.66, 4, 168
172.16.115.5/208.234.18.31, 4, 168
172.16.112.207/129.48.28.13, 6, 252
172.16.117.111/208.230.48.214, 2, 84
172.16.116.201/204.71.200.128, 2, 84
172.16.114.168/192.195.23.219, 2, 84
172.16.113.105/12.6.71.100, 2, 84
172.16.115.5/209.1.224.12, 10, 420
172.16.114.148/129.48.28.13, 2, 84
172.16.113.105/199.183.24.253, 24, 1008
172.16.117.103/194.200.207.49, 8, 336
172.16.117.103/209.1.112.251, 4, 168
172.16.115.5/206.161.232.75, 2, 84
172.16.115.87/198.69.192.43, 2, 84
172.16.112.194/209.116.84.55, 2, 84
172.16.117.132/204.202.136.230, 4, 168
172.16.114.169/207.176.252.20, 2, 84
172.16.114.168/204.162.156.13, 2, 84
172.16.117.103/208.147.89.39, 2, 84
172.16.114.168/208.202.26.194, 4, 168
172.16.112.207/195.73.151.50, 382, 37103
172.16.112.207/38.176.11.51, 8, 336
172.16.116.201/143.166.82.134, 2, 84
172.16.113.105/207.8.225.130, 2, 84
172.16.113.105/205.181.112.66, 2, 84
172.16.114.169/142.147.15.9, 6, 252
172.16.115.5/199.227.120.225, 2, 84
172.16.112.194/197.218.177.69, 1389, 296763
172.16.115.87/204.71.177.203, 2, 84
172.16.113.204/207.68.181.154, 2, 84
172.16.113.105/209.1.112.251, 2, 84
172.16.117.111/197.182.91.233, 126, 15882
172.16.114.168/196.227.33.189, 799, 96169
172.16.117.132/142.147.15.9, 6, 252
172.16.115.5/205.181.112.122, 14, 588
172.16.114.168/197.218.177.69, 1997, 532918
172.16.114.169/192.96.145.250, 2, 84
172.16.113.84/167.8.29.15, 2, 84
172.16.116.22/195.73.151.50, 101, 10631
172.16.117.132/208.134.241.217, 4, 168
172.16.115.5/209.1.112.252, 2, 84
172.16.116.201/204.123.2.75, 8, 336
172.16.113.84/152.163.210.8, 6, 252
172.16.112.149/128.32.195.46, 4, 168
172.16.114.168/130.219.34.100, 12, 504
172.16.116.201/204.152.167.20, 4, 168
172.16.117.111/194.17.55.211, 4, 168
172.16.113.105/207.240.40.66, 4, 168
172.16.114.168/143.158.16.69, 6, 252
172.16.112.207/207.121.185.180, 2, 84
172.16.116.194/194.17.55.211, 4, 168
172.16.113.105/207.46.148.250, 6, 252
172.16.117.103/192.111.219.6, 8, 336
172.16.114.169/208.226.198.94, 2, 84
172.16.114.168/192.168.1.20, 430, 30437
172.16.114.50/195.115.218.108, 157, 11815
172.16.115.5/204.29.144.16, 12, 504
172.16.114.207/204.140.12.242, 2, 84
172.16.115.5/204.29.144.200, 14, 588
172.16.116.194/146.139.240.200, 2, 84
172.16.115.87/209.70.1.161, 2, 84
172.16.117.52/192.151.11.32, 16, 672
197.218.177.69/172.16.112.50, 2016, 119842
172.16.117.52/210.173.161.135, 2, 84
172.16.115.87/204.71.200.74, 14, 588
172.16.115.5/208.216.18.69, 2, 84
172.16.114.168/206.184.238.129, 2, 84
172.16.113.204/209.116.84.55, 426, 227754
172.16.115.5/204.251.139.35, 2, 84
172.16.116.201/204.216.12.20, 2, 84
172.16.115.87/205.232.88.166, 6, 252
172.16.116.194/187.187.187.187, 2, 84
172.16.116.201/195.115.218.108, 90, 10578
172.16.117.103/207.229.186.60, 10, 420
172.16.114.168/207.25.71.145, 12, 504
172.16.112.149/209.100.88.8, 2, 84
172.16.115.5/167.8.29.47, 2, 84
172.16.113.84/128.120.237.201, 2, 84
172.16.115.87/130.219.34.100, 12, 504
172.16.115.5/209.19.139.185, 6, 252
172.16.113.84/192.168.1.20, 1937, 126471
196.37.75.158/172.16.113.84, 594, 62227
172.16.113.105/207.25.71.145, 6, 252
172.16.112.149/195.115.218.108, 377, 42982
172.16.112.207/192.254.26.2, 14, 588
197.218.177.69/172.16.114.169, 1589, 285460
172.16.117.103/198.105.232.108, 2, 84
172.16.114.207/134.205.165.120, 380, 177791
172.16.115.5/198.3.98.70, 2, 84
172.16.117.111/208.204.243.247, 4, 168
172.16.113.84/207.68.181.154, 2, 84
172.16.114.207/196.227.33.189, 814, 82687
172.16.115.234/207.211.106.40, 59, 6009
197.182.91.233/172.16.112.149, 588, 71617
172.16.114.207/207.46.148.250, 2, 84
196.227.33.189/172.16.112.50, 1989, 102223
192.168.1.10/172.16.114.148, 157, 22210
135.8.60.182/172.16.112.50, 1754, 110462
172.16.114.168/207.60.212.194, 4, 168
172.16.114.148/167.8.29.16, 24, 1008
172.16.113.105/198.253.187.3, 12, 504
172.16.115.87/204.123.2.75, 2, 84
172.16.113.105/207.60.212.194, 4, 168
172.16.115.87/130.157.2.213, 2, 84
172.16.112.50/196.37.75.158, 130, 15343
172.16.117.132/137.245.85.134, 14, 588
172.16.114.169/194.27.251.21, 737, 77792
172.16.117.52/207.46.148.250, 4, 168
172.16.113.84/204.152.167.20, 6, 252
172.16.114.207/207.158.198.172, 12, 504
172.16.115.5/207.159.129.103, 2, 84
172.16.116.201/207.87.31.72, 4, 168
172.16.116.194/204.162.156.13, 2, 84
172.16.117.52/152.163.210.8, 2, 84
172.16.113.105/209.1.224.12, 8, 336
172.16.112.149/204.123.2.75, 2, 84
172.16.114.168/198.5.167.132, 6, 252
172.16.115.5/205.181.112.120, 2, 84
172.16.115.5/207.82.250.251, 2, 84
172.16.112.149/207.77.90.13, 6, 252
172.16.116.201/152.163.212.118, 6, 252
172.16.113.84/209.1.31.43, 4, 168
172.16.114.148/205.181.112.66, 6, 252
172.16.112.20/195.73.151.50, 104, 12370
172.16.115.5/208.134.241.222, 4, 168
172.16.112.149/204.202.129.230, 4, 168
172.16.115.5/205.168.248.2, 10, 420
172.16.113.204/204.71.191.208, 2, 84
196.227.33.189/172.16.113.105, 364, 37700
172.16.113.105/203.24.107.70, 4, 168
172.16.112.194/204.250.200.22, 2, 84
172.16.115.5/209.1.112.251, 10, 420
172.16.117.132/209.20.130.37, 6, 252
172.16.115.87/12.10.32.34, 2, 84
172.16.114.207/206.138.137.3, 2, 84
172.16.117.132/207.25.71.23, 10, 420
172.16.113.105/209.1.28.62, 2, 84
172.16.116.194/152.163.210.8, 4, 168
172.16.117.103/208.134.246.201, 4, 168
172.16.115.5/208.216.182.15, 2, 84
196.37.75.158/172.16.114.148, 1862, 404139
172.16.114.168/198.5.167.131, 10, 420
172.16.115.5/206.196.133.98, 10, 420
172.16.114.168/208.215.239.71, 18, 756
172.16.114.168/208.204.243.247, 4, 168
196.37.75.158/172.16.112.149, 534, 61568
172.16.112.149/134.205.165.120, 34, 1428
172.16.117.111/208.6.210.55, 2, 84
172.16.113.84/137.245.85.134, 10, 420
172.16.114.168/197.182.91.233, 573, 73873
172.16.113.105/207.158.238.107, 6, 252
172.16.117.132/208.137.11.126, 2, 84
172.16.115.234/209.1.112.251, 2, 84
172.16.113.204/196.227.33.189, 695, 75225
172.16.116.194/208.204.243.247, 4, 168
172.16.114.169/208.135.9.251, 4, 168
172.16.113.204/204.189.39.2, 2, 84
172.16.117.103/128.120.134.2, 2, 84
172.16.117.132/149.48.46.192, 2, 84
172.16.117.103/134.205.165.120, 10, 420
172.16.115.5/199.172.144.24, 4, 168
172.16.115.87/204.250.200.22, 2, 84
172.16.116.194/209.3.101.139, 2, 84
172.16.114.50/195.73.151.50, 141, 15401
172.16.114.169/209.100.54.65, 14, 588
172.16.117.132/207.68.178.148, 2, 84
172.16.115.5/192.55.114.10, 8, 336
172.16.115.5/143.166.82.15, 6, 252
172.16.114.207/208.194.115.50, 4, 168
172.16.113.84/197.218.177.69, 1240, 616182
172.16.113.84/207.18.199.6, 2, 84
172.16.115.87/206.79.179.170, 2, 84
172.16.115.5/208.9.156.175, 2, 84
172.16.114.168/195.67.49.17, 6, 252
172.16.115.87/207.90.176.12, 10, 420
172.16.114.168/194.229.131.1, 3, 132
172.16.116.201/194.98.7.131, 4, 168
172.16.117.111/207.25.71.23, 6, 252
172.16.115.234/207.120.161.190, 14, 588
172.16.117.111/203.26.196.3, 2, 84
172.16.113.105/207.121.188.105, 2, 84
172.16.115.5/209.113.183.114, 2, 84
172.16.116.194/194.159.251.175, 8, 336
172.16.117.52/207.68.161.39, 4, 168
172.16.115.234/195.67.49.12, 4, 168
172.16.115.5/202.139.249.250, 2, 84
172.16.113.105/197.218.177.69, 1326, 257672
172.16.114.168/168.178.54.6, 2, 84
172.16.114.169/204.202.129.230, 2, 84
172.16.116.194/205.181.115.45, 4, 168
172.16.117.111/205.219.138.154, 4, 168
172.16.112.207/207.46.130.139, 2, 84
197.218.177.69/172.16.113.204, 1198, 231259
172.16.114.207/192.225.36.3, 10, 420
172.16.117.111/208.194.115.50, 4, 168
172.16.117.132/168.178.54.6, 2, 84
172.16.116.194/207.60.212.194, 4, 168
172.16.114.168/208.230.48.214, 2, 84
172.16.117.52/205.181.211.160, 6, 252
195.73.151.50/172.16.113.50, 54, 5688
172.16.114.168/207.8.225.130, 2, 84
197.182.91.233/172.16.113.84, 639, 91180
172.16.114.169/199.95.74.90, 8, 336
172.16.116.201/206.217.169.205, 2, 84
172.16.112.149/192.254.26.2, 14, 588
172.16.113.105/192.9.24.116, 10, 420
172.16.117.111/209.3.101.139, 2, 84
172.16.117.52/204.123.2.75, 4, 168
172.16.113.84/187.187.187.187, 4, 168
172.16.115.234/207.25.71.65, 2, 84
172.16.114.169/131.84.1.31, 6, 252
172.16.115.87/207.176.40.219, 2, 84
172.16.117.132/209.125.119.116, 2, 84
197.182.91.233/172.16.112.50, 3490, 173187
172.16.112.194/135.8.60.182, 878, 96233
172.16.113.204/207.229.128.58, 4, 168
172.16.115.5/199.104.78.3, 14, 588
172.16.113.105/206.132.25.71, 12, 504
172.16.117.52/208.134.241.222, 4, 168
172.16.113.204/209.37.163.3, 2, 84
172.16.117.111/206.243.238.248, 2, 84
172.16.114.207/207.120.40.249, 2, 84
172.16.113.204/209.133.35.165, 6, 252
172.16.114.168/204.123.2.75, 2, 84
172.16.113.105/152.163.210.8, 6, 252
172.16.114.207/140.147.248.9, 129, 47004
172.16.115.87/136.149.142.178, 4, 168
172.16.115.5/199.8.100.2, 4, 168
172.16.113.105/204.140.12.228, 8, 336
172.16.117.111/152.163.210.8, 593, 151064
172.16.113.105/152.163.210.53, 4, 168
172.16.112.149/139.72.190.30, 8, 336
172.16.113.105/208.156.32.218, 2, 84
172.16.114.148/198.3.99.199, 4, 168
172.16.115.5/207.211.128.15, 2, 84
172.16.115.5/134.152.25.12, 16, 672
172.16.116.194/206.101.198.45, 4, 168
172.16.116.201/206.132.25.71, 14, 588
172.16.117.132/204.123.2.107, 6, 252
172.16.115.5/206.106.185.46, 8, 336
172.16.114.207/196.37.75.158, 600, 63842
172.16.112.194/208.140.130.7, 2, 84
172.16.112.207/137.245.85.134, 10, 420
172.16.116.201/205.228.184.153, 2, 84
172.16.117.103/204.123.2.75, 6, 252
172.16.114.168/128.174.95.19, 6, 252
172.16.114.169/205.228.184.152, 2, 84
172.16.116.194/205.131.175.2, 4, 168
172.16.112.50/194.7.248.153, 141, 15832
172.16.117.132/199.117.160.119, 2, 84
172.16.115.87/207.77.90.73, 2, 84
172.16.117.132/206.217.169.205, 2, 84
172.16.112.149/137.245.85.134, 14, 588
172.16.116.194/207.240.40.66, 4, 168
172.16.113.204/207.87.25.106, 6, 252
172.16.117.103/136.149.142.178, 18, 756
172.16.115.234/198.76.128.246, 2, 84
172.16.114.168/134.205.165.120, 8, 336
172.16.117.132/204.123.2.93, 4, 168
172.16.117.52/205.130.85.6, 2, 84
172.16.114.207/208.219.145.70, 2, 84
172.16.114.168/129.170.38.51, 2, 84
172.16.114.207/135.13.216.191, 1025, 129436
172.16.113.204/160.147.217.23, 4, 168
172.16.117.103/209.85.124.166, 4, 168
172.16.117.52/209.73.64.121, 2, 84
172.16.114.168/205.228.184.153, 2, 84
172.16.112.149/204.146.18.33, 2, 84
172.16.114.168/194.17.55.211, 4, 168
172.16.115.5/204.123.2.93, 2, 84
172.16.114.207/207.211.106.40, 28, 2812
172.16.114.207/199.76.198.54, 2, 84
172.16.115.5/131.84.1.31, 42, 1764
172.16.112.207/152.163.212.112, 22, 924
172.16.115.87/207.159.129.103, 2, 84
172.16.116.201/208.135.9.251, 2, 84
172.16.114.169/207.82.250.251, 2, 84
172.16.114.168/135.8.60.182, 848, 88297
172.16.115.5/203.24.107.70, 6, 252
172.16.114.169/207.46.130.139, 218, 68294
172.16.117.132/205.228.184.153, 2, 84
172.16.117.111/208.134.241.155, 24, 1008
172.16.115.87/130.219.4.100, 2, 84
172.16.113.105/137.245.85.134, 20, 840
172.16.113.84/194.229.131.1, 4, 176
172.16.117.52/205.168.248.10, 8, 336
172.16.117.132/165.227.194.60, 10, 420
172.16.112.20/195.115.218.108, 231, 30341
172.16.112.149/204.71.177.217, 6, 252
172.16.115.5/206.132.25.71, 10, 420
172.16.112.194/207.32.88.29, 2, 84
172.16.114.148/204.123.2.75, 8, 336
172.16.114.169/135.13.216.191, 1059, 132337
172.16.115.5/206.52.27.11, 4, 168
172.16.113.84/208.214.174.76, 4, 168
172.16.117.103/199.183.22.2, 22, 924
172.16.113.84/209.66.96.8, 6, 252
172.16.117.132/206.132.25.71, 14, 588
172.16.114.168/128.120.134.2, 2, 84
172.16.117.103/187.187.187.187, 2, 84
192.168.1.10/172.16.113.50, 201, 23721
172.16.114.169/208.28.204.71, 4, 168
172.16.117.132/199.242.23.2, 2, 84
172.16.117.132/206.71.77.228, 10, 420
172.16.117.111/204.17.42.16, 8, 336
172.16.114.207/194.7.248.153, 451, 66526
172.16.116.194/204.71.200.74, 2, 84
172.16.113.204/187.187.187.187, 16, 1330
172.16.117.52/207.25.71.145, 14, 588
192.168.1.10/172.16.114.169, 29, 4510
172.16.115.5/140.90.6.254, 4, 168
172.16.114.169/209.166.168.20, 20, 840
172.16.117.52/204.202.136.230, 4, 168
172.16.113.105/207.68.137.69, 2, 84
172.16.116.194/134.205.165.120, 38, 1596
172.16.115.5/204.71.177.201, 10, 420
172.16.114.169/207.240.118.17, 2, 84
172.16.115.5/136.149.142.178, 24, 1008
172.16.117.132/128.192.252.5, 22, 924
172.16.117.111/206.138.137.3, 2, 84
172.16.115.5/205.153.28.61, 4, 168
172.16.115.87/143.166.82.11, 2, 84
172.16.115.5/206.196.140.2, 4, 168
135.13.216.191/172.16.112.149, 1040, 145171
172.16.117.52/207.46.130.139, 8, 336
172.16.115.234/207.68.137.69, 2, 84
172.16.115.87/208.161.192.130, 2, 84
172.16.115.87/137.245.85.134, 40, 1680
172.16.116.201/199.242.194.176, 2, 84
172.16.116.201/205.181.112.29, 2, 84
172.16.116.194/204.146.167.73, 2, 84
135.13.216.191/172.16.114.50, 471, 66720
172.16.112.194/205.181.112.65, 8, 336
135.8.60.182/172.16.114.148, 1733, 362821
172.16.115.5/209.67.183.24, 2, 84
172.16.116.201/207.178.60.131, 26, 1092
172.16.113.84/192.208.46.158, 4, 168
172.16.114.168/209.3.101.137, 6, 252
194.27.251.21/172.16.112.50, 793, 65374
172.16.112.149/148.166.28.2, 8, 336
172.16.112.194/195.73.151.50, 643, 65867
172.16.116.201/136.149.142.178, 6, 252
172.16.114.169/205.181.112.122, 6, 252
195.115.218.108/172.16.113.204, 555, 59862
172.16.115.5/198.253.187.3, 10, 420
172.16.113.105/199.50.26.17, 4, 168
172.16.117.52/207.77.90.73, 2, 84
192.168.1.10/172.16.112.149, 79, 10157
172.16.117.103/198.3.99.130, 4, 168
172.16.116.201/205.180.57.98, 4, 168
172.16.114.207/143.231.86.196, 249, 141799
172.16.115.5/205.181.112.182, 2, 84
172.16.117.132/12.9.217.10, 4, 168
172.16.113.105/128.197.160.76, 2, 84
172.16.116.194/209.61.101.125, 14, 588
172.16.117.111/209.68.14.202, 6, 252
172.16.114.168/167.8.29.16, 10, 420
172.16.115.87/129.48.195.226, 2, 84
172.16.115.5/199.9.11.241, 4, 168
172.16.116.201/205.181.112.182, 2, 84
172.16.117.103/204.238.155.93, 2, 84
209.12.13.144/172.16.112.50, 8865, 1365580
172.16.114.169/208.147.89.70, 6, 252
172.16.115.5/204.71.200.74, 28, 1176
172.16.117.132/207.77.90.13, 10, 420
135.13.216.191/172.16.113.50, 385, 62297
172.16.115.5/206.16.140.4, 2, 84
172.16.114.169/195.73.151.50, 557, 60334
172.16.113.84/204.238.155.93, 2, 84
135.13.216.191/172.16.114.168, 1137, 155694
172.16.112.20/196.37.75.158, 108, 12075
172.16.112.149/207.46.148.250, 12, 504
172.16.115.5/206.186.200.107, 4, 168
172.16.114.168/152.163.212.171, 2, 84
172.16.113.84/205.181.112.217, 2, 84
172.16.117.103/192.208.46.102, 2, 84
172.16.117.111/205.160.191.2, 4, 168
172.16.115.5/199.181.172.241, 8, 336
172.16.112.149/194.27.251.21, 622, 66225
172.16.117.111/159.142.1.202, 2, 84
172.16.116.194/194.7.248.153, 126, 14112
172.16.117.103/148.184.174.31, 8, 336
194.27.251.21/172.16.113.50, 242, 25626
172.16.115.5/35.9.6.4, 2, 84
172.16.112.20/135.13.216.191, 216, 27354
172.16.117.103/35.9.6.4, 4, 168
172.16.114.50/197.182.91.233, 437, 59372
172.16.114.168/207.159.136.28, 6, 252
172.16.115.5/207.90.176.12, 10, 420
172.16.114.169/140.90.6.254, 4, 168
172.16.115.87/207.172.3.90, 2, 84
135.8.60.182/172.16.114.50, 299, 34447
172.16.117.111/209.3.101.30, 2, 84
172.16.116.201/207.171.129.136, 2, 84
172.16.116.201/207.158.238.107, 6, 252
172.16.113.84/136.149.142.178, 6, 252
172.16.115.234/134.205.165.120, 219, 96436
172.16.113.105/131.84.1.60, 4, 168
172.16.113.204/128.252.130.12, 8, 336
172.16.113.84/209.85.124.166, 4, 168
172.16.114.168/194.7.248.153, 418, 47106
172.16.116.194/207.68.149.15, 2, 84
172.16.113.204/209.75.51.2, 2, 84
172.16.116.194/205.219.138.154, 4, 168
172.16.117.111/128.32.195.46, 4, 168
172.16.113.204/204.162.156.13, 2, 84
172.16.117.103/205.181.112.120, 4, 168
172.16.113.105/206.186.200.115, 4, 168
172.16.117.132/205.168.248.10, 8, 336
172.16.113.105/208.131.162.161, 2, 84
172.16.117.111/207.155.125.158, 2, 84
172.16.115.5/209.1.206.128, 2, 84
172.16.114.207/199.72.15.157, 2, 84
172.16.115.5/165.247.1.13, 2, 84
172.16.114.207/207.68.137.69, 2, 84
172.16.115.87/207.159.136.28, 6, 252
172.16.116.201/128.197.160.43, 2, 84
172.16.112.149/207.77.90.28, 4, 168
172.16.116.201/209.185.102.232, 4, 168
172.16.114.148/207.25.71.145, 2, 84
172.16.116.201/199.95.74.90, 8, 336
172.16.116.194/135.13.216.191, 54, 5256
172.16.117.103/194.229.131.1, 3, 132
172.16.117.132/207.25.71.27, 16, 672
172.16.113.84/167.8.29.16, 12, 504
172.16.114.50/194.7.248.153, 550, 52400
172.16.117.52/209.1.112.251, 4, 168
172.16.113.105/205.228.184.153, 2, 84
172.16.113.105/155.223.64.2, 14, 588
172.16.117.103/167.8.29.16, 4, 168
172.16.114.169/196.227.33.189, 938, 109012
172.16.116.201/208.28.204.71, 4, 168
192.168.1.10/172.16.112.194, 25, 3365
172.16.116.201/204.202.136.230, 2, 84
172.16.114.169/134.177.3.28, 2, 84
172.16.115.5/143.158.16.69, 4, 168
172.16.113.204/207.77.90.13, 344, 110608
172.16.114.168/206.19.42.11, 8, 336
172.16.116.201/137.245.85.134, 10, 420
172.16.117.132/205.214.59.221, 4, 168
172.16.115.5/187.187.187.187, 8, 336
196.37.75.158/172.16.112.207, 738, 79467
172.16.116.201/128.197.160.76, 2, 84
172.16.117.52/207.82.250.251, 4, 168
172.16.113.105/195.166.128.64, 4, 168
172.16.117.132/152.163.210.53, 2, 84
172.16.113.204/207.25.71.178, 22, 924
172.16.114.168/209.3.101.136, 2, 84
172.16.112.207/194.7.248.153, 453, 48303
172.16.114.169/192.151.11.32, 28, 1176
172.16.115.87/207.87.25.106, 4, 168
172.16.113.105/167.8.29.16, 8, 336
172.16.116.194/209.19.139.185, 2, 84
172.16.113.84/206.19.42.11, 8, 336
172.16.116.194/207.82.213.72, 2, 84
172.16.115.5/135.8.60.182, 94, 9275
172.16.115.5/152.163.210.53, 8, 336
172.16.114.168/207.135.62.104, 2, 84
172.16.116.194/168.178.54.6, 2, 84
172.16.116.201/130.39.131.177, 2, 84
172.16.115.5/207.211.106.40, 2, 84
172.16.117.52/187.187.187.187, 8, 336
172.16.114.168/195.67.49.12, 12, 504
172.16.113.84/196.227.33.189, 452, 49304
172.16.115.234/208.5.19.2, 2, 84
172.16.117.103/208.201.252.114, 4, 168
172.16.112.194/137.245.85.134, 8, 336
172.16.113.105/207.25.71.178, 4, 168
172.16.113.105/208.134.241.222, 2, 84
172.16.112.149/209.1.224.12, 12, 504
172.16.115.5/204.202.129.230, 2, 84
172.16.117.111/12.9.217.10, 2, 84
172.16.114.168/206.39.184.2, 12, 504
172.16.112.194/129.128.65.22, 10, 420
172.16.112.149/205.181.112.65, 2, 84
172.16.115.234/205.180.60.31, 2, 84
172.16.115.5/207.25.71.90, 4, 168
172.16.112.207/199.95.74.90, 4, 168
172.16.113.84/205.181.112.182, 4, 168
172.16.114.207/207.168.8.10, 2, 84
172.16.114.168/165.227.192.135, 2, 84
172.16.116.201/152.163.210.53, 6, 252
172.16.115.5/207.25.71.82, 4, 168
172.16.114.207/207.109.149.40, 2, 84
172.16.115.5/209.49.66.74, 22, 924
172.16.112.207/131.84.1.31, 10, 420
172.16.117.132/207.25.71.90, 4, 168
172.16.115.234/207.153.7.154, 14, 588
172.16.113.105/168.178.54.6, 2, 84
172.16.113.105/204.71.200.128, 2, 84
172.16.114.169/207.46.148.250, 12, 504
172.16.112.207/135.13.216.191, 1005, 126162
172.16.113.105/130.39.131.177, 4, 168
172.16.113.105/129.48.28.13, 2, 84
172.16.114.148/195.115.218.108, 1563, 264964
172.16.113.204/134.205.165.120, 12, 504
172.16.116.194/143.158.16.69, 6, 252
172.16.117.111/207.121.185.180, 2, 84
172.16.117.103/199.181.172.241, 16, 672
172.16.112.149/196.227.33.189, 653, 74186
172.16.113.105/199.95.74.94, 2, 84
172.16.113.105/206.161.69.114, 4, 168
172.16.114.148/194.7.248.153, 1201, 368082
172.16.113.84/207.46.130.139, 2, 84
172.16.114.168/207.77.90.13, 18, 756
172.16.112.207/142.58.111.2, 2, 84
172.16.113.204/204.123.2.107, 4, 168
172.16.116.201/192.96.145.250, 2, 84
172.16.113.105/160.96.179.12, 6, 252
172.16.115.5/209.68.8.234, 2, 84
172.16.117.111/207.155.106.5, 2, 84
172.16.113.105/209.60.43.230, 4, 168
172.16.112.20/135.8.60.182, 156, 19796
172.16.115.5/206.155.199.203, 4, 168
172.16.113.105/208.144.113.29, 10, 420
172.16.115.87/207.87.1.51, 2, 84
172.16.117.132/198.3.98.99, 2, 84
172.16.114.207/209.67.3.82, 4, 168
172.16.115.87/167.8.29.16, 2, 84
172.16.113.105/208.9.156.175, 2, 84
172.16.117.103/207.68.181.154, 2, 84
172.16.114.168/209.85.124.166, 4, 168
172.16.117.52/196.227.33.189, 126, 24452
172.16.114.207/197.218.177.69, 3591, 1206698
172.16.114.169/206.252.29.40, 4, 168
172.16.116.194/137.245.85.134, 4, 168
192.168.1.10/172.16.112.50, 168, 43736
172.16.114.168/136.149.142.178, 10, 420
172.16.114.168/209.61.101.125, 8, 336
172.16.117.52/209.166.168.20, 10, 420
172.16.113.105/128.197.160.43, 2, 84
172.16.113.84/195.73.151.50, 278, 28813
172.16.117.132/207.82.250.251, 4, 168
172.16.114.207/198.202.75.101, 4, 168
172.16.114.168/204.152.167.20, 2, 84
172.16.116.194/205.181.112.65, 4, 168
172.16.114.207/205.181.112.114, 2, 84
172.16.117.52/168.178.54.6, 4, 168
172.16.114.207/209.1.112.251, 2, 84
172.16.113.84/209.116.84.55, 2, 84
172.16.116.201/192.96.145.4, 16, 672
172.16.116.194/199.183.24.253, 22, 924
172.16.116.201/204.71.200.74, 16, 672
172.16.116.201/207.46.130.139, 4, 168
172.16.117.111/207.68.178.209, 2, 84
172.16.112.149/206.132.25.71, 2, 84
172.16.115.234/207.88.220.20, 4, 168
172.16.117.111/207.46.148.250, 16, 672
172.16.113.204/207.25.71.27, 8, 336
172.16.115.5/204.71.200.190, 2, 84
172.16.113.204/199.94.100.2, 2, 84
172.16.112.149/166.77.13.117, 2, 84
172.16.113.105/207.68.149.15, 2, 84
172.16.114.207/137.245.85.134, 20, 840
172.16.113.204/206.132.25.71, 1571, 653197
172.16.116.201/207.25.71.27, 4, 168
172.16.113.105/208.216.18.69, 2, 84
172.16.114.207/209.1.224.12, 571, 152843
172.16.115.5/198.3.98.170, 2, 84
172.16.113.84/208.134.246.201, 2, 84
172.16.116.201/205.181.112.65, 26, 1092
172.16.113.105/192.168.1.20, 453, 32540
172.16.115.5/128.143.137.29, 6, 252
172.16.115.234/167.8.29.16, 2, 84
172.16.114.169/204.71.242.42, 12, 504
172.16.115.5/18.85.40.26, 2, 84
172.16.114.169/208.226.198.46, 2, 84
172.16.114.148/137.245.85.134, 10, 420
172.16.114.168/205.181.112.65, 24, 1008
172.16.112.149/129.48.28.13, 6, 252
192.168.1.10/172.16.114.168, 247, 44740
135.13.216.191/172.16.112.50, 109679, 5021593
172.16.117.52/151.196.95.207, 2, 84
172.16.114.168/204.244.193.11, 4, 168
172.16.116.201/187.187.187.187, 6, 252
172.16.112.194/206.27.130.150, 2, 84
172.16.114.207/207.155.125.158, 2, 84
172.16.115.5/207.201.138.189, 10, 420
172.16.115.5/155.223.64.2, 12, 504
172.16.112.194/194.7.248.153, 14739, 5861050
172.16.114.207/207.87.26.204, 2, 84
172.16.112.149/198.137.240.91, 4, 168
172.16.117.132/195.74.192.152, 6, 252
172.16.113.105/165.227.192.135, 2, 84
