index, number_packets_client_server, number_packets_server_client
172.16.117.111/207.82.213.72, 1, 1
172.16.117.111/198.137.240.91, 2, 2
172.16.114.207/209.68.14.202, 3, 3
172.16.116.201/140.247.197.195, 4, 4
172.16.115.5/208.221.32.46, 2, 2
194.27.251.21/192.168.1.20, 422, 1363
172.16.113.105/205.168.248.2, 2, 2
172.16.117.111/208.204.243.247, 2, 2
172.16.112.20/135.13.216.191, 108, 108
172.16.117.103/207.46.148.250, 2, 2
172.16.114.168/195.67.49.12, 6, 6
172.16.117.52/151.193.131.5, 1, 1
172.16.117.52/209.25.45.61, 7, 7
172.16.114.168/131.84.1.31, 2, 2
172.16.117.132/192.150.12.103, 3, 3
172.16.116.201/208.135.9.251, 1, 1
172.16.115.234/208.5.19.2, 1, 1
172.16.116.201/204.71.177.159, 1, 1
172.16.115.5/205.181.112.182, 1, 1
172.16.117.52/131.84.1.31, 1, 1
172.16.112.194/209.1.112.251, 1, 1
172.16.117.132/149.48.46.192, 1, 1
172.16.115.5/206.161.232.85, 4, 4
172.16.113.204/207.25.71.27, 4, 4
195.115.218.108/172.16.113.204, 282, 273
172.16.114.168/204.123.2.75, 1, 1
172.16.113.105/207.155.120.92, 1, 1
172.16.113.204/207.229.128.58, 2, 2
172.16.113.105/143.158.16.69, 3, 3
172.16.115.87/204.34.175.79, 3, 3
172.16.113.204/160.147.217.23, 2, 2
172.16.113.105/208.221.32.46, 3, 3
172.16.115.5/38.176.11.53, 1, 1
172.16.113.84/195.73.151.50, 138, 140
172.16.112.194/208.134.246.201, 1, 1
172.16.117.132/208.28.204.71, 2, 2
172.16.112.149/167.8.29.8, 1, 1
172.16.114.207/209.67.3.82, 2, 2
172.16.113.204/207.25.71.178, 11, 11
172.16.117.111/207.68.178.209, 1, 1
172.16.114.168/132.60.56.5, 1, 1
172.16.117.111/208.194.115.53, 2, 2
197.182.91.233/172.16.112.149, 299, 289
172.16.113.105/155.223.64.2, 7, 7
172.16.116.201/192.96.145.250, 1, 1
172.16.116.194/152.163.210.53, 2, 2
197.182.91.233/172.16.114.207, 390, 389
172.16.117.132/208.226.198.94, 1, 1
172.16.114.169/209.1.112.252, 1, 1
172.16.113.105/128.174.95.19, 3, 3
172.16.115.87/207.176.40.219, 1, 1
172.16.116.201/204.152.167.20, 2, 2
172.16.115.5/204.71.177.201, 5, 5
172.16.114.168/197.182.91.233, 281, 292
172.16.114.207/12.16.134.203, 10, 10
172.16.115.5/134.205.165.120, 21, 21
172.16.113.105/160.147.68.21, 1, 1
172.16.114.207/196.227.33.189, 405, 409
172.16.114.168/204.162.156.13, 1, 1
172.16.116.201/207.240.118.17, 1, 1
172.16.116.201/205.181.112.182, 1, 1
172.16.114.168/129.170.38.51, 1, 1
172.16.112.149/192.254.26.2, 7, 7
172.16.117.52/205.130.85.6, 1, 1
172.16.115.5/199.104.78.3, 7, 7
172.16.116.194/207.206.205.228, 4, 4
172.16.117.111/205.181.112.66, 1, 1
172.16.113.105/128.197.160.76, 1, 1
172.16.115.87/209.22.99.13, 1, 1
172.16.114.169/207.77.90.200, 4, 4
172.16.117.111/206.138.137.3, 1, 1
172.16.117.103/205.216.163.92, 8, 8
172.16.114.168/167.8.29.15, 1, 1
172.16.117.103/206.246.241.132, 1, 1
172.16.114.169/208.135.9.251, 2, 2
172.16.114.168/206.101.198.45, 2, 2
172.16.115.5/203.24.107.70, 3, 3
172.16.116.194/204.244.193.11, 1, 1
172.16.114.168/195.67.49.17, 3, 3
172.16.117.132/204.96.116.9, 11, 11
172.16.115.5/207.159.129.103, 1, 1
172.16.112.194/204.152.167.20, 2, 2
196.227.33.189/172.16.112.50, 1259, 730
172.16.116.194/167.8.29.16, 2, 2
172.16.117.111/199.181.172.241, 2, 2
172.16.117.111/205.181.112.65, 5, 5
172.16.113.204/207.25.71.145, 3, 3
172.16.115.5/207.121.190.172, 7, 7
172.16.115.5/209.1.206.128, 1, 1
172.16.116.201/207.244.125.85, 2, 2
172.16.117.132/209.160.40.166, 11, 11
172.16.117.103/198.3.99.130, 2, 2
172.16.115.234/207.88.220.20, 2, 2
172.16.116.201/209.100.54.65, 7, 7
172.16.115.87/209.37.163.3, 1, 1
172.16.113.105/128.197.160.43, 1, 1
172.16.113.204/198.233.40.6, 6, 6
172.16.115.5/207.68.137.69, 2, 2
172.16.112.149/198.137.240.91, 2, 2
172.16.116.201/192.74.137.5, 4, 4
172.16.113.105/204.71.177.159, 1, 1
196.37.75.158/172.16.113.204, 262, 260
172.16.114.207/196.37.75.158, 300, 300
172.16.115.87/152.163.210.8, 1, 1
172.16.113.84/209.8.150.31, 6, 6
172.16.117.111/203.26.196.3, 1, 1
172.16.113.105/207.25.71.27, 6, 6
172.16.114.148/209.1.112.251, 1, 1
172.16.112.207/137.245.85.134, 5, 5
172.16.114.168/187.187.187.187, 3, 3
172.16.117.132/207.176.252.20, 1, 1
172.16.117.103/207.25.71.145, 10, 10
172.16.113.84/195.115.218.108, 243, 254
172.16.113.105/207.68.149.15, 1, 1
172.16.115.87/207.87.25.106, 2, 2
172.16.116.194/204.71.200.74, 1, 1
172.16.112.194/208.140.130.7, 1, 1
172.16.116.194/168.178.54.6, 1, 1
172.16.113.204/197.182.91.233, 472, 509
172.16.117.52/192.208.46.131, 1, 1
192.168.1.10/172.16.112.207, 65, 66
172.16.117.103/136.149.142.178, 9, 9
172.16.112.149/148.166.28.2, 4, 4
172.16.116.201/194.98.7.131, 2, 2
172.16.116.194/146.139.240.200, 1, 1
172.16.112.149/134.131.80.9, 3, 3
172.16.116.201/137.245.85.134, 5, 5
172.16.115.5/199.172.144.24, 2, 2
172.16.115.5/209.113.183.114, 1, 1
172.16.113.105/18.85.40.26, 1, 1
172.16.115.87/194.27.251.21, 29, 33
172.16.117.111/199.76.198.54, 1, 1
172.16.116.194/207.46.130.139, 8, 8
172.16.115.5/209.60.43.230, 2, 2
172.16.116.194/194.159.251.175, 4, 4
172.16.114.168/137.78.28.58, 1, 1
172.16.116.201/128.197.160.76, 1, 1
172.16.113.204/38.165.144.107, 516, 716
172.16.113.105/208.144.113.29, 5, 5
172.16.117.132/207.25.71.27, 8, 8
172.16.113.84/194.229.131.1, 4, 0
172.16.117.132/203.97.45.15, 1, 1
172.16.113.84/205.181.112.65, 10, 10
172.16.113.204/204.71.200.74, 6, 6
172.16.115.5/129.48.195.226, 1, 1
172.16.112.194/206.27.130.150, 1, 1
172.16.116.194/208.215.239.71, 9, 9
172.16.117.52/198.3.98.99, 1, 1
172.16.113.105/204.123.2.75, 1, 1
172.16.114.168/207.46.130.139, 9, 9
172.16.115.5/167.8.29.47, 1, 1
172.16.113.105/207.178.60.131, 10, 10
172.16.117.111/209.100.88.8, 2, 2
172.16.115.5/130.207.244.26, 3, 3
172.16.114.169/187.187.187.187, 4, 4
172.16.114.168/130.219.4.100, 1, 1
172.16.117.132/209.54.53.37, 1, 1
172.16.113.84/129.128.65.22, 4, 4
172.16.117.111/38.176.11.51, 5, 5
172.16.114.207/207.211.106.40, 15, 13
172.16.116.194/208.204.243.247, 2, 2
172.16.114.168/194.17.55.211, 2, 2
172.16.117.52/168.178.54.6, 2, 2
172.16.115.5/198.3.98.99, 5, 5
172.16.116.194/194.17.55.67, 1, 1
172.16.117.132/204.233.109.108, 3, 3
172.16.117.132/208.134.241.217, 2, 2
172.16.116.201/207.178.60.131, 13, 13
172.16.113.204/209.116.84.55, 169, 257
172.16.114.169/137.245.85.134, 3, 3
172.16.113.105/209.132.68.26, 2, 2
172.16.115.5/205.181.112.65, 13, 13
172.16.114.207/204.202.129.247, 7, 7
172.16.113.204/209.185.162.35, 1, 1
172.16.117.103/206.196.140.2, 4, 4
172.16.113.84/206.19.42.11, 4, 4
172.16.115.5/137.245.85.134, 8, 8
172.16.116.194/194.17.55.211, 2, 2
172.16.113.204/207.46.130.139, 1, 1
172.16.113.105/198.97.93.30, 3, 3
172.16.114.168/198.105.232.108, 1, 1
172.16.112.194/204.250.200.22, 1, 1
172.16.117.52/205.168.248.10, 4, 4
172.16.116.201/207.158.238.107, 3, 3
172.16.114.148/197.218.177.69, 4052, 1486
172.16.114.168/195.73.151.50, 214, 214
135.8.60.182/172.16.114.148, 800, 933
172.16.113.204/205.181.112.122, 5, 5
172.16.112.207/198.137.240.91, 2, 2
172.16.114.168/198.5.167.131, 5, 5
172.16.115.5/192.55.114.10, 4, 4
172.16.112.149/204.146.167.73, 1, 1
172.16.112.207/142.58.111.2, 1, 1
172.16.117.132/199.117.160.119, 1, 1
195.73.151.50/172.16.113.105, 166, 165
172.16.115.5/209.61.101.125, 7, 7
172.16.116.201/209.185.102.232, 2, 2
172.16.117.103/194.95.218.132, 1, 1
172.16.113.105/168.178.54.6, 1, 1
172.16.117.132/194.175.173.177, 1, 1
209.12.13.144/172.16.112.50, 5038, 3827
172.16.114.169/204.202.129.230, 1, 1
172.16.116.194/207.25.71.145, 5, 5
172.16.117.52/151.193.131.15, 13, 13
172.16.112.149/187.187.187.187, 2, 2
172.16.117.132/208.134.241.222, 2, 2
172.16.114.169/199.95.74.90, 4, 4
172.16.115.87/206.39.184.2, 6, 6
172.16.114.207/206.132.25.71, 12, 12
172.16.117.103/206.52.27.11, 4, 4
172.16.115.5/206.196.133.98, 5, 5
172.16.115.234/206.137.188.7, 11, 11
172.16.117.103/192.208.46.158, 2, 2
172.16.113.105/129.48.28.13, 1, 1
172.16.117.103/209.41.37.233, 1, 1
172.16.117.52/204.123.2.107, 3, 3
172.16.112.207/194.27.251.21, 510, 520
172.16.114.168/207.68.181.154, 1, 1
172.16.117.111/207.87.15.109, 1, 1
172.16.115.5/192.150.12.103, 4, 4
172.16.117.132/208.226.198.46, 1, 1
195.115.218.108/172.16.113.105, 237, 232
172.16.113.204/196.227.33.189, 345, 350
172.16.117.132/205.228.184.61, 1, 1
172.16.115.87/207.68.137.69, 1, 1
172.16.114.168/209.19.139.185, 1, 1
172.16.116.201/206.111.60.162, 1, 1
172.16.117.52/207.77.90.12, 1, 1
172.16.116.194/205.181.112.65, 2, 2
172.16.115.87/208.161.192.130, 1, 1
172.16.116.201/137.78.28.58, 1, 1
172.16.114.207/199.181.172.241, 3, 3
172.16.117.111/207.155.125.158, 1, 1
172.16.115.5/199.95.74.90, 1, 1
172.16.115.5/204.71.242.42, 6, 6
172.16.114.169/208.226.198.94, 1, 1
172.16.113.204/137.245.85.134, 166, 182
172.16.116.194/209.1.224.12, 9, 9
172.16.115.87/207.90.176.12, 5, 5
172.16.114.50/195.73.151.50, 74, 67
172.16.112.20/197.218.177.69, 66, 69
172.16.113.204/195.152.37.59, 1, 1
172.16.116.194/199.95.74.90, 56, 70
172.16.115.87/207.77.90.13, 3, 3
172.16.115.87/207.159.129.103, 1, 1
172.16.113.105/207.25.71.149, 1, 1
172.16.117.103/198.11.57.54, 5, 5
172.16.116.194/206.184.238.129, 1, 1
172.16.112.207/205.181.112.65, 1, 1
172.16.113.105/206.29.22.111, 2, 2
172.16.114.169/195.73.151.50, 279, 278
172.16.114.169/209.19.139.185, 2, 2
172.16.116.194/199.95.73.221, 1, 1
196.227.33.189/172.16.113.105, 185, 179
172.16.112.149/207.46.130.139, 1, 1
172.16.114.169/131.84.1.31, 3, 3
172.16.114.168/135.8.60.182, 417, 431
172.16.117.132/208.137.11.126, 1, 1
172.16.115.5/139.72.190.30, 3, 3
172.16.112.149/199.95.74.90, 1, 1
197.218.177.69/172.16.114.50, 36, 40
172.16.113.84/194.7.248.153, 173, 180
172.16.114.207/131.84.1.31, 4, 4
172.16.114.169/194.98.7.131, 2, 2
172.16.115.5/204.152.167.226, 2, 2
172.16.117.103/148.184.174.31, 4, 4
172.16.116.201/205.181.112.122, 5, 5
172.16.115.87/207.46.130.139, 1, 1
172.16.113.105/205.181.112.65, 2, 2
172.16.112.207/197.218.177.69, 964, 1452
172.16.113.105/209.1.112.251, 1, 1
172.16.112.149/205.160.191.2, 2, 2
172.16.116.194/207.51.123.250, 1, 1
172.16.115.234/195.67.49.12, 2, 2
172.16.112.149/206.132.25.71, 1, 1
172.16.115.87/207.149.188.236, 2, 2
172.16.114.168/151.193.131.5, 1, 1
172.16.115.5/208.226.198.94, 1, 1
172.16.114.168/194.229.131.1, 3, 0
172.16.113.105/199.45.202.160, 2, 2
172.16.113.84/136.149.142.178, 3, 3
172.16.118.30/209.12.13.144, 5180, 6138
172.16.117.103/198.105.232.108, 1, 1
172.16.113.204/204.250.200.22, 6, 7
172.16.117.132/134.205.165.120, 1, 1
172.16.113.84/196.227.33.189, 223, 229
172.16.114.168/209.3.101.30, 1, 1
172.16.112.194/196.227.33.189, 175, 179
172.16.114.169/194.27.251.21, 374, 363
172.16.113.84/209.85.124.166, 2, 2
172.16.116.201/152.163.210.53, 3, 3
172.16.117.132/205.181.112.65, 7, 7
172.16.117.132/205.228.184.153, 1, 1
172.16.115.5/208.216.18.69, 1, 1
172.16.117.103/192.208.46.102, 1, 1
172.16.117.111/142.58.111.2, 1, 1
172.16.117.103/208.147.89.39, 1, 1
172.16.114.169/134.177.3.28, 1, 1
172.16.113.105/204.29.144.200, 7, 7
172.16.117.132/209.1.112.252, 2, 2
135.13.216.191/172.16.112.194, 417, 402
196.227.33.189/172.16.113.50, 94, 84
172.16.117.111/209.3.101.136, 1, 1
172.16.114.148/194.27.251.21, 1203, 993
172.16.117.103/208.201.252.114, 2, 2
172.16.113.105/207.68.137.69, 1, 1
172.16.114.169/204.123.2.93, 1, 1
172.16.114.169/208.147.89.70, 3, 3
172.16.112.194/129.128.65.22, 5, 5
172.16.112.194/135.8.60.182, 435, 443
172.16.115.5/199.181.172.241, 4, 4
196.37.75.158/172.16.112.207, 373, 365
172.16.112.207/205.181.112.66, 1, 1
172.16.112.207/196.227.33.189, 251, 255
172.16.113.105/152.163.212.118, 3, 3
192.168.1.10/172.16.114.169, 15, 14
172.16.114.169/203.18.51.47, 14, 14
172.16.113.84/192.208.46.158, 2, 2
172.16.113.204/207.87.128.114, 5, 5
192.168.1.10/172.16.114.168, 127, 120
172.16.116.194/134.205.165.120, 19, 19
172.16.112.207/152.163.212.112, 11, 11
172.16.114.168/205.181.112.66, 1, 1
172.16.114.148/197.182.91.233, 1220, 1102
172.16.112.207/128.32.195.46, 2, 2
172.16.116.194/207.46.130.168, 1, 1
172.16.114.169/204.162.80.45, 2, 2
172.16.115.5/208.147.89.70, 4, 4
172.16.115.234/205.182.52.70, 2, 2
172.16.115.87/204.123.2.107, 1, 1
172.16.117.132/205.130.85.6, 1, 1
172.16.115.5/205.169.236.247, 1, 1
195.73.151.50/172.16.114.148, 1064, 2494
172.16.113.84/192.168.1.20, 733, 1204
172.16.115.87/209.49.66.74, 9, 9
172.16.117.52/152.163.210.8, 1, 1
172.16.112.149/199.95.74.93, 1, 1
172.16.113.105/135.13.216.191, 654, 665
172.16.113.105/198.253.187.3, 6, 6
172.16.113.204/187.187.187.187, 8, 8
172.16.113.84/209.116.84.55, 1, 1
172.16.115.87/206.33.210.10, 1, 1
172.16.117.132/206.132.25.71, 7, 7
172.16.113.204/205.181.112.46, 20, 19
172.16.115.5/204.123.2.93, 1, 1
172.16.112.20/196.37.75.158, 54, 54
172.16.115.5/208.215.47.101, 1, 1
172.16.114.169/206.155.199.203, 2, 2
172.16.114.169/128.8.10.29, 2, 2
172.16.114.169/207.46.148.250, 6, 6
172.16.115.234/198.76.128.246, 1, 1
172.16.112.149/139.72.190.30, 4, 4
172.16.117.52/187.187.187.187, 4, 4
172.16.116.201/207.178.60.136, 2, 2
172.16.117.132/207.25.71.23, 5, 5
172.16.112.194/137.245.85.134, 4, 4
194.7.248.153/192.168.1.20, 541, 1757
172.16.116.201/199.242.194.176, 1, 1
172.16.117.103/204.123.2.75, 3, 3
172.16.113.204/206.132.25.71, 687, 884
172.16.117.103/192.111.219.6, 4, 4
172.16.116.194/194.7.248.153, 59, 67
172.16.115.87/167.8.29.16, 1, 1
172.16.115.234/131.84.1.31, 14, 14
172.16.117.103/205.147.50.59, 1, 1
172.16.113.105/194.27.251.21, 309, 305
172.16.117.111/209.1.224.12, 5, 5
172.16.114.169/206.105.64.163, 2, 2
172.16.114.169/209.166.168.20, 10, 10
172.16.115.87/208.226.198.94, 1, 1
172.16.116.194/209.3.101.137, 3, 3
172.16.113.204/199.94.100.2, 1, 1
172.16.115.87/207.25.71.86, 1, 1
172.16.114.169/151.196.95.207, 2, 2
172.16.112.149/207.121.185.180, 1, 1
172.16.113.204/204.71.191.208, 1, 1
172.16.113.50/197.218.177.69, 284, 448
196.37.75.158/172.16.114.169, 423, 407
172.16.113.105/205.228.184.153, 1, 1
172.16.114.50/194.7.248.153, 281, 269
172.16.113.105/203.24.107.70, 2, 2
172.16.117.132/205.228.184.152, 1, 1
172.16.114.207/209.1.112.251, 1, 1
172.16.117.132/199.242.194.176, 1, 1
172.16.114.168/198.3.99.199, 1, 1
172.16.117.52/196.227.33.189, 60, 66
172.16.112.149/208.228.229.225, 6, 6
172.16.116.201/204.233.109.108, 3, 3
172.16.116.194/207.82.213.72, 1, 1
172.16.115.5/209.19.139.185, 3, 3
172.16.115.5/204.146.167.73, 2, 2
172.16.113.105/187.187.187.187, 3, 3
172.16.117.52/207.25.71.27, 3, 3
172.16.117.52/206.105.64.163, 2, 2
172.16.114.168/203.26.196.3, 1, 1
172.16.114.207/207.124.103.8, 1, 1
172.16.113.105/202.139.249.250, 1, 1
172.16.113.105/207.121.188.105, 1, 1
195.73.151.50/172.16.112.50, 1093, 644
172.16.117.103/205.216.163.90, 3, 3
172.16.112.149/195.73.151.50, 95, 97
172.16.117.132/204.123.2.75, 9, 9
172.16.116.201/205.180.57.98, 2, 2
172.16.116.201/207.25.71.145, 5, 5
172.16.114.148/205.181.112.66, 3, 3
172.16.114.168/208.204.243.247, 2, 2
172.16.114.207/207.120.40.249, 1, 1
172.16.114.168/192.208.46.102, 1, 1
172.16.113.105/207.46.130.139, 15, 15
172.16.113.105/204.29.144.16, 6, 6
172.16.117.111/206.243.238.248, 1, 1
172.16.117.52/208.134.241.222, 2, 2
172.16.117.132/207.46.142.37, 1, 1
172.16.116.201/204.216.12.20, 1, 1
172.16.114.168/206.246.241.132, 1, 1
172.16.115.5/207.211.130.15, 1, 1
172.16.112.149/206.214.219.102, 1, 1
172.16.116.201/207.51.123.250, 2, 2
196.37.75.158/172.16.114.148, 857, 1005
172.16.117.132/209.143.215.156, 1, 1
172.16.117.103/202.185.245.10, 3, 3
172.16.117.103/204.162.80.140, 1, 1
172.16.117.132/207.46.148.250, 2, 2
172.16.113.84/207.25.71.27, 1, 1
172.16.115.87/152.163.212.171, 1, 1
172.16.114.148/135.13.216.191, 1359, 1149
172.16.115.87/207.68.149.15, 3, 3
172.16.115.5/207.77.90.13, 10, 10
172.16.112.149/128.32.195.46, 2, 2
172.16.115.5/192.111.219.6, 2, 2
172.16.115.5/205.181.112.36, 1, 1
172.16.117.132/209.20.130.37, 3, 3
172.16.114.207/207.158.250.102, 5, 5
172.16.115.87/204.71.200.74, 7, 7
172.16.116.201/207.211.106.40, 1, 1
172.16.114.168/199.183.24.253, 12, 12
172.16.113.105/209.1.224.12, 4, 4
172.16.117.132/199.242.23.2, 1, 1
172.16.114.169/207.51.123.250, 2, 2
197.218.177.69/172.16.113.204, 647, 551
172.16.115.5/202.139.249.250, 1, 1
172.16.113.84/134.205.165.120, 3, 3
172.16.114.169/192.96.145.250, 1, 1
172.16.117.132/192.96.145.4, 7, 7
172.16.117.111/208.194.115.139, 1, 1
172.16.113.84/207.214.25.227, 1, 1
172.16.115.5/208.134.241.222, 2, 2
192.168.1.10/172.16.112.149, 38, 41
172.16.115.234/136.149.142.178, 10, 10
172.16.115.5/206.71.77.228, 2, 2
172.16.114.207/134.205.165.120, 156, 224
172.16.114.207/208.219.145.70, 1, 1
172.16.113.105/206.186.200.115, 2, 2
172.16.115.5/192.12.64.13, 1, 1
172.16.117.103/207.46.130.139, 1, 1
172.16.115.87/204.250.200.20, 4, 4
172.16.117.103/167.8.29.16, 2, 2
172.16.115.87/195.152.37.59, 1, 1
172.16.113.84/207.18.199.6, 1, 1
172.16.115.87/207.25.71.178, 11, 11
172.16.114.168/206.33.210.10, 1, 1
172.16.113.105/204.244.192.12, 1, 1
194.27.251.21/172.16.114.207, 314, 312
172.16.113.204/135.13.216.191, 495, 509
172.16.115.5/206.132.25.71, 5, 5
172.16.117.111/209.132.40.55, 2, 2
172.16.116.194/209.3.101.139, 1, 1
172.16.114.168/194.27.251.21, 389, 393
172.16.117.52/206.132.25.71, 4, 4
172.16.113.204/136.149.142.178, 2, 2
172.16.114.169/192.151.11.32, 14, 14
172.16.115.5/206.132.10.128, 1, 1
172.16.113.105/12.6.71.100, 1, 1
172.16.117.132/204.123.2.107, 3, 3
172.16.112.149/195.115.218.108, 186, 191
172.16.115.234/204.71.200.243, 1, 1
172.16.112.149/196.227.33.189, 328, 325
172.16.115.5/208.201.252.114, 1, 1
172.16.115.87/205.232.88.166, 3, 3
172.16.113.105/199.95.74.92, 3, 3
172.16.115.5/207.46.131.143, 1, 1
172.16.114.169/209.100.54.65, 7, 7
172.16.114.207/207.158.198.172, 6, 6
172.16.115.5/199.185.131.55, 1, 1
172.16.115.87/209.185.162.35, 1, 1
172.16.117.103/195.11.145.252, 1, 1
172.16.115.87/207.25.71.145, 4, 4
172.16.114.168/207.68.149.15, 1, 1
172.16.114.207/140.174.208.58, 2, 2
172.16.114.207/207.25.71.27, 3, 3
172.16.113.105/134.205.165.120, 15, 15
172.16.114.207/209.1.224.12, 275, 296
172.16.112.207/204.123.2.75, 8, 8
172.16.117.103/199.104.78.3, 16, 16
172.16.116.201/206.132.25.71, 7, 7
172.16.117.52/207.77.90.13, 10, 10
172.16.116.201/134.205.165.120, 10, 10
172.16.117.132/142.147.15.9, 3, 3
172.16.115.87/136.149.142.178, 2, 2
172.16.113.105/208.9.156.175, 1, 1
172.16.114.168/207.8.225.130, 1, 1
172.16.116.201/130.39.131.177, 1, 1
172.16.112.50/196.37.75.158, 66, 64
172.16.114.207/199.72.15.157, 1, 1
172.16.115.5/205.153.28.61, 2, 2
172.16.117.132/209.185.105.80, 1, 1
172.16.112.149/167.8.29.16, 12, 12
172.16.116.201/204.123.2.75, 4, 4
172.16.112.207/207.46.148.250, 6, 6
172.16.112.149/204.123.2.75, 1, 1
172.16.116.201/204.71.200.128, 1, 1
172.16.117.132/192.96.145.250, 1, 1
172.16.117.103/204.146.18.33, 10, 10
172.16.117.111/204.71.188.152, 5, 5
172.16.113.105/207.235.95.4, 2, 2
172.16.117.103/207.158.237.174, 6, 6
172.16.113.105/204.123.2.93, 1, 1
172.16.117.52/167.8.29.16, 1, 1
172.16.114.207/207.46.148.250, 1, 1
172.16.112.207/166.77.13.117, 1, 1
172.16.117.111/204.140.12.242, 1, 1
172.16.115.234/207.120.161.190, 7, 7
172.16.115.5/209.70.1.161, 1, 1
172.16.114.207/207.77.90.13, 3, 3
172.16.114.168/198.5.167.3, 1, 1
172.16.114.207/209.132.40.55, 2, 2
172.16.117.52/209.143.215.156, 1, 1
172.16.114.168/207.60.212.194, 2, 2
172.16.114.168/207.176.40.219, 1, 1
172.16.115.87/207.159.136.28, 3, 3
197.218.177.69/172.16.114.169, 853, 736
172.16.115.5/136.149.142.178, 12, 12
172.16.115.87/129.48.28.13, 6, 6
172.16.116.194/204.244.192.12, 1, 1
172.16.115.5/135.8.60.182, 44, 50
172.16.116.201/187.187.187.187, 3, 3
172.16.117.111/208.7.181.207, 3, 3
172.16.114.148/207.25.71.145, 1, 1
172.16.115.5/129.63.152.3, 3, 3
194.7.248.153/172.16.113.204, 287, 281
172.16.113.105/208.216.18.69, 1, 1
172.16.117.52/205.214.59.221, 2, 2
172.16.116.201/205.228.184.152, 1, 1
172.16.115.5/208.216.182.15, 1, 1
172.16.117.103/207.214.25.227, 1, 1
135.13.216.191/172.16.114.50, 226, 245
172.16.116.201/199.45.202.160, 2, 2
172.16.117.103/197.218.177.69, 22, 25
172.16.113.105/207.25.71.90, 2, 2
172.16.115.87/207.77.90.73, 1, 1
172.16.115.5/207.211.128.15, 1, 1
172.16.112.149/207.25.71.27, 2, 2
172.16.114.168/208.28.204.71, 1, 1
172.16.117.111/207.60.166.93, 3, 3
172.16.115.5/205.181.112.120, 1, 1
172.16.116.194/137.78.28.58, 1, 1
172.16.115.234/207.238.21.16, 1, 1
172.16.117.111/192.195.23.219, 1, 1
172.16.116.201/208.226.198.46, 1, 1
172.16.116.194/205.219.138.154, 2, 2
172.16.114.169/204.123.2.75, 3, 3
172.16.114.148/198.3.98.160, 1, 1
172.16.115.87/129.48.195.226, 1, 1
172.16.117.103/194.200.207.49, 4, 4
172.16.117.132/192.254.26.2, 1, 1
172.16.113.204/206.99.246.5, 6, 6
172.16.117.111/209.61.101.125, 4, 4
172.16.113.84/206.27.130.150, 1, 1
172.16.113.84/152.163.210.8, 3, 3
172.16.113.105/207.8.225.130, 1, 1
172.16.117.132/207.126.101.188, 1, 1
172.16.116.201/208.28.204.71, 2, 2
172.16.114.168/209.107.25.151, 1, 1
172.16.113.105/209.19.139.185, 1, 1
172.16.117.111/152.163.210.8, 294, 299
172.16.115.87/204.141.25.78, 9, 9
172.16.112.207/195.73.151.50, 191, 191
172.16.116.201/209.67.19.194, 1, 1
172.16.113.204/129.128.65.22, 31, 42
172.16.117.132/139.72.190.30, 2, 2
192.168.1.10/172.16.114.207, 50, 54
172.16.114.168/204.244.193.11, 2, 2
172.16.113.204/208.134.241.204, 1, 1
172.16.113.204/205.158.6.17, 4, 4
172.16.114.169/205.228.184.152, 1, 1
172.16.114.50/195.115.218.108, 80, 77
172.16.117.111/152.163.212.171, 40, 34
172.16.117.52/207.46.130.139, 4, 4
172.16.115.5/128.8.10.29, 2, 2
172.16.112.194/207.77.90.13, 4, 4
172.16.117.111/205.219.138.154, 2, 2
172.16.117.52/199.95.74.90, 3, 3
172.16.117.52/207.25.71.90, 2, 2
172.16.114.168/209.3.101.139, 1, 1
172.16.117.132/137.245.85.134, 7, 7
172.16.116.194/129.170.38.51, 1, 1
172.16.113.105/207.25.71.178, 2, 2
172.16.117.111/209.68.14.202, 3, 3
172.16.117.52/203.18.51.47, 7, 7
172.16.116.201/209.24.19.166, 1, 1
172.16.113.105/208.234.18.31, 2, 2
172.16.114.168/205.181.112.217, 1, 1
172.16.114.148/207.46.148.250, 1, 1
172.16.114.168/204.71.180.10, 5, 5
172.16.114.168/208.202.26.194, 2, 2
172.16.115.5/207.87.175.70, 2, 2
172.16.113.105/152.163.212.127, 2, 2
172.16.115.5/165.247.199.62, 1, 1
172.16.115.234/207.90.195.6, 2, 2
172.16.117.103/207.77.90.13, 13, 13
172.16.114.207/194.7.248.153, 231, 220
172.16.114.168/205.219.138.154, 2, 2
172.16.114.168/209.85.124.166, 2, 2
172.16.115.5/204.177.61.2, 3, 3
135.8.60.182/172.16.113.105, 217, 209
172.16.117.132/206.217.169.205, 1, 1
172.16.114.207/199.76.198.54, 1, 1
172.16.114.168/207.158.194.140, 1, 1
172.16.114.207/207.60.166.93, 3, 3
172.16.113.105/207.87.31.72, 2, 2
172.16.117.111/207.46.142.37, 1, 1
172.16.117.111/207.25.71.27, 12, 12
172.16.114.169/142.147.15.9, 3, 3
172.16.116.194/204.146.18.33, 1, 1
172.16.117.52/205.228.184.61, 1, 1
172.16.113.105/199.95.74.90, 1, 1
172.16.115.87/207.201.138.189, 5, 5
172.16.115.87/12.10.32.34, 1, 1
172.16.117.111/12.9.217.10, 1, 1
172.16.112.149/204.71.200.74, 2, 2
172.16.117.52/151.193.131.9, 3, 3
172.16.115.234/140.174.208.135, 6, 6
172.16.112.194/207.32.88.29, 1, 1
172.16.114.169/192.96.145.4, 7, 7
