index, bytes_client_server, bytes_server_client
172.16.117.132/204.71.177.71, 176, 160
172.16.117.132/204.71.242.42, 44, 40
172.16.112.207/199.94.242.15, 132, 120
172.16.114.168/144.3.144.13, 132, 120
172.16.114.148/205.131.175.5, 44, 40
172.16.114.207/152.163.210.14, 44, 40
172.16.116.44/205.181.112.65, 308, 280
135.8.60.182/172.16.113.50, 1932, 895
172.16.112.149/166.84.59.23, 44, 40
172.16.112.149/206.111.61.229, 44, 40
135.13.216.191/172.16.112.50, 2880605, 4954517
172.16.112.149/207.229.130.121, 132, 120
172.16.115.234/134.205.165.120, 44, 40
172.16.115.234/134.177.3.28, 44, 40
172.16.116.44/207.217.56.197, 132, 120
172.16.113.204/207.46.131.143, 44, 40
172.16.114.148/208.147.89.71, 132, 120
172.16.112.149/147.126.240.5, 132, 120
172.16.113.204/192.168.1.20, 10620, 26847
172.16.114.148/192.151.52.13, 44, 40
202.72.1.77/172.16.112.50, 4483, 6525
172.16.116.201/160.147.163.19, 132, 120
172.16.113.105/135.8.60.182, 31788, 32962
172.16.116.201/207.68.178.178, 44, 40
172.16.116.201/205.181.112.40, 44, 40
197.182.91.233/172.16.114.168, 35450, 29530
172.16.116.44/167.8.29.15, 44, 40
172.16.117.52/192.41.3.149, 308, 280
197.182.91.233/172.16.114.50, 25061, 22118
172.16.113.84/152.163.210.14, 44, 40
172.16.112.207/206.132.25.71, 132, 120
172.16.112.207/205.198.116.30, 88, 80
172.16.113.84/205.181.112.65, 132, 120
172.16.112.50/197.218.177.69, 33215, 2238521
172.16.117.103/204.71.177.71, 44, 40
172.16.112.149/152.163.212.173, 44, 40
172.16.116.201/205.181.112.65, 132, 120
172.16.112.149/137.245.85.134, 176, 160
172.16.112.194/204.123.2.69, 44, 40
172.16.117.132/209.185.42.242, 176, 160
172.16.113.105/204.225.48.34, 44, 40
172.16.115.234/204.162.243.48, 44, 40
135.13.216.191/172.16.113.204, 47139, 48452
172.16.115.234/204.71.177.71, 44, 40
172.16.114.148/192.239.92.66, 88, 80
172.16.116.201/207.121.188.40, 176, 160
172.16.116.44/192.102.198.18, 44, 40
172.16.116.201/166.82.236.10, 132, 120
172.16.112.194/192.173.9.10, 44, 40
172.16.113.204/206.243.176.168, 44, 40
196.37.75.158/192.168.1.20, 3768, 17426
196.37.75.158/172.16.112.50, 30718, 27151
172.16.114.207/197.218.177.69, 39373, 227512
172.16.112.207/207.37.250.41, 44, 40
172.16.116.44/198.3.99.101, 88, 80
172.16.112.20/197.218.177.69, 5960, 2610
172.16.112.194/143.158.16.69, 220, 200
172.16.112.149/198.3.99.101, 44, 40
172.16.112.194/205.162.100.15, 44, 40
172.16.117.103/128.32.109.245, 132, 120
172.16.117.103/206.111.160.134, 44, 40
172.16.113.84/209.44.26.58, 220, 200
172.16.112.194/206.15.73.106, 132, 120
172.16.116.44/152.163.210.14, 396, 360
172.16.112.149/206.119.148.88, 44, 40
196.227.33.189/172.16.113.50, 16279, 8723
172.16.113.84/167.8.29.15, 132, 120
172.16.117.52/196.227.33.189, 1388, 9550
194.7.248.153/172.16.113.50, 14225, 8728
172.16.116.201/208.16.88.11, 44, 40
194.27.251.21/192.168.1.20, 16880, 91234
172.16.116.201/204.71.177.71, 44, 40
172.16.113.204/129.53.216.5, 176, 160
172.16.116.201/207.25.71.25, 396, 360
172.16.117.103/209.61.101.125, 44, 40
172.16.113.105/207.230.90.213, 220, 200
172.16.114.169/205.181.112.68, 44, 40
172.16.112.194/140.175.174.30, 176, 160
172.16.113.105/204.71.242.170, 44, 40
192.168.1.10/172.16.113.105, 12494, 3471
172.16.117.52/209.101.61.247, 44, 40
172.16.115.234/207.217.56.197, 132, 120
195.115.218.108/172.16.114.207, 21220, 20254
172.16.113.204/206.79.171.51, 308, 280
172.16.112.207/206.160.225.18, 88, 80
172.16.112.194/207.121.188.40, 308, 280
197.182.91.233/172.16.112.50, 24241, 20827
172.16.115.87/167.8.29.15, 44, 40
172.16.113.105/207.25.71.25, 88, 80
172.16.114.148/197.218.177.69, 464631, 614419
172.16.112.207/207.121.187.251, 132, 120
172.16.116.44/205.181.112.114, 44, 40
172.16.116.44/204.34.175.79, 572, 520
135.13.216.191/172.16.114.207, 40002, 36665
172.16.112.149/136.149.142.178, 176, 160
172.16.116.201/207.168.8.10, 44, 40
172.16.112.207/137.245.85.134, 264, 240
172.16.112.149/207.87.23.34, 44, 40
172.16.114.168/197.218.177.69, 40199, 322436
172.16.112.207/204.123.2.66, 44, 40
172.16.116.201/204.168.91.155, 88, 80
172.16.116.44/134.177.3.28, 44, 40
172.16.112.194/204.181.147.2, 88, 80
172.16.112.149/152.163.210.11, 88, 80
172.16.115.234/198.3.99.101, 44, 40
172.16.117.103/207.121.188.40, 352, 320
172.16.114.169/204.152.167.20, 44, 40
172.16.112.194/131.225.68.3, 88, 80
172.16.116.201/128.197.27.22, 44, 40
192.168.1.10/172.16.114.148, 18647, 6178
172.16.117.132/206.79.171.51, 176, 160
172.16.113.105/194.7.248.153, 14957, 21652
153.107.252.61/172.16.112.50, 9414, 13058
172.16.114.169/194.7.248.153, 25826, 20548
172.16.117.103/204.62.245.75, 44, 40
172.16.117.103/197.218.177.69, 3248, 17188
172.16.117.52/140.175.174.30, 88, 80
172.16.114.168/206.135.140.28, 88, 80
172.16.113.204/204.123.2.66, 44, 40
172.16.117.103/198.174.169.49, 176, 160
172.16.112.149/204.123.9.97, 88, 80
172.16.114.168/204.123.2.66, 44, 40
172.16.112.149/197.218.177.69, 62679, 2544718
172.16.113.204/196.227.33.189, 21206, 21448
172.16.113.105/206.79.171.51, 176, 160
172.16.112.194/209.21.182.16, 44, 40
172.16.117.132/207.68.156.95, 88, 80
172.16.117.132/137.245.85.134, 44, 40
172.16.113.84/207.159.105.132, 220, 200
172.16.116.201/199.95.74.90, 176, 160
172.16.113.204/206.28.149.8, 44, 40
172.16.116.201/197.218.177.69, 8200, 49067
172.16.113.84/206.64.127.143, 44, 40
172.16.112.20/196.37.75.158, 7497, 3403
172.16.112.194/205.231.144.248, 44, 40
172.16.113.84/207.25.71.25, 440, 400
172.16.113.84/207.155.76.245, 44, 40
172.16.117.132/192.151.52.13, 264, 240
172.16.115.234/166.82.88.27, 44, 40
172.16.113.204/198.30.29.17, 264, 240
194.27.251.21/172.16.113.204, 33190, 34799
172.16.113.84/38.249.212.12, 88, 80
172.16.115.87/209.1.224.15, 132, 120
172.16.117.52/167.8.29.15, 396, 360
172.16.117.103/205.181.211.160, 44, 40
197.182.91.233/172.16.117.103, 4426, 59892
172.16.112.50/194.7.248.153, 46792, 69076
195.115.218.108/172.16.112.207, 39308, 29392
172.16.113.204/199.94.242.15, 132, 120
196.37.75.158/172.16.114.207, 25583, 21096
172.16.116.201/207.121.187.155, 44, 40
172.16.115.87/207.46.130.14, 132, 120
172.16.113.84/209.1.112.251, 44, 40
192.168.1.20/192.168.1.10, 252, 212
172.16.112.149/207.155.85.24, 44, 40
172.16.112.149/207.168.8.10, 44, 40
172.16.117.132/204.71.177.204, 88, 80
172.16.114.168/207.51.123.250, 132, 120
172.16.116.201/208.134.241.220, 44, 40
172.16.112.207/204.152.167.20, 44, 40
172.16.114.168/129.53.216.5, 176, 160
172.16.116.201/207.18.199.6, 132, 120
172.16.113.84/134.205.165.120, 396, 360
135.8.60.182/172.16.117.52, 2847, 23629
194.7.248.153/172.16.114.50, 11564, 17974
172.16.114.169/152.163.210.14, 396, 360
204.71.51.16/172.16.112.50, 4668, 6525
172.16.113.204/207.170.100.29, 44, 40
172.16.117.103/130.64.5.2, 132, 120
172.16.117.132/192.9.24.116, 132, 120
205.180.112.36/172.16.112.50, 4880, 6531
172.16.112.194/194.7.248.153, 2303803, 229546
172.16.114.148/137.241.123.150, 44, 40
172.16.116.201/143.166.224.31, 44, 40
172.16.114.207/204.123.2.66, 88, 80
172.16.113.105/38.176.11.53, 44, 40
172.16.117.132/208.235.235.61, 484, 440
172.16.116.201/130.64.5.2, 132, 120
172.16.113.84/131.158.8.11, 220, 200
172.16.117.103/206.79.229.58, 44, 40
172.16.113.84/131.84.1.68, 44, 40
172.16.115.234/192.41.14.213, 88, 80
172.16.114.207/210.173.161.135, 176, 160
135.8.60.182/172.16.114.207, 36730, 29886
172.16.115.234/128.103.180.53, 220, 200
172.16.113.84/206.132.25.71, 264, 240
172.16.112.207/208.149.248.2, 44, 40
172.16.117.52/208.134.245.204, 88, 80
192.168.1.10/172.16.113.204, 5682, 903
172.16.115.234/199.95.74.90, 308, 280
172.16.114.148/152.163.210.14, 44, 40
197.182.91.233/172.16.114.207, 256000, 26742
172.16.112.149/204.71.177.135, 44, 40
194.27.251.21/172.16.113.50, 1777, 893
172.16.114.168/143.101.250.20, 352, 320
172.16.113.204/209.38.72.48, 44, 40
172.16.117.103/206.132.25.71, 264, 240
192.168.1.10/172.16.114.169, 5577, 1756
172.16.113.84/205.169.236.247, 88, 80
172.16.113.105/207.240.85.166, 132, 120
172.16.114.168/195.73.151.50, 19010, 23385
172.16.112.207/207.25.71.25, 44, 40
172.16.116.201/195.115.218.108, 1974, 20716
172.16.112.149/209.1.224.15, 308, 280
172.16.117.132/208.19.100.3, 44, 40
172.16.114.168/137.161.42.245, 44, 40
172.16.116.201/160.111.25.70, 44, 40
172.16.112.149/209.67.19.194, 44, 40
172.16.117.103/152.163.210.14, 44, 40
172.16.115.87/207.25.71.25, 264, 240
172.16.114.207/206.132.25.71, 44, 40
172.16.113.84/204.152.167.20, 132, 120
172.16.115.87/205.131.175.20, 44, 40
172.16.116.201/205.177.228.202, 44, 40
172.16.113.84/208.158.201.3, 44, 40
172.16.117.132/149.123.1.6, 88, 80
172.16.113.204/192.220.208.24, 176, 160
172.16.113.105/192.168.1.20, 4084, 7829
172.16.113.204/207.121.187.251, 88, 80
172.16.116.201/204.62.245.75, 44, 40
135.13.216.191/172.16.112.194, 33603, 36124
172.16.112.194/206.64.127.15, 44, 40
172.16.113.204/135.8.60.182, 17821, 17065
172.16.113.204/187.187.187.187, 132, 120
172.16.115.234/136.149.142.178, 220, 200
172.16.114.148/146.132.234.72, 88, 80
172.16.112.149/192.9.24.116, 176, 160
172.16.113.204/207.200.74.28, 44, 40
172.16.117.103/207.12.170.7, 44, 40
172.16.116.44/204.17.42.16, 44, 40
172.16.112.194/131.84.1.31, 440, 400
172.16.117.52/209.101.61.251, 88, 80
172.16.115.87/204.152.167.20, 88, 80
172.16.114.207/143.101.250.20, 352, 320
172.16.116.201/206.79.171.51, 220, 200
172.16.112.194/209.185.74.183, 44, 40
172.16.113.204/144.3.144.13, 176, 160
172.16.113.204/139.142.67.44, 88, 80
172.16.113.105/199.217.151.41, 88, 80
172.16.113.105/207.46.148.249, 88, 80
172.16.113.84/207.71.209.188, 176, 160
172.16.117.132/204.250.200.20, 88, 80
172.16.115.234/199.1.13.20, 44, 40
172.16.117.103/128.63.247.128, 44, 40
172.16.112.149/187.187.187.187, 88, 80
172.16.117.132/207.25.71.141, 44, 40
172.16.112.207/192.188.162.131, 44, 40
195.115.218.108/172.16.112.50, 9926, 8974
172.16.114.169/197.218.177.69, 53362, 2954262
172.16.114.148/195.115.218.108, 318100, 35431
172.16.113.204/207.25.71.25, 132, 120
172.16.113.84/207.46.130.14, 264, 240
172.16.114.207/206.79.171.51, 264, 240
128.223.199.68/172.16.112.50, 4697, 6529
172.16.114.169/205.181.112.122, 132, 120
172.16.114.148/158.136.73.164, 220, 200
172.16.116.44/136.149.142.178, 176, 160
172.16.114.148/187.187.187.187, 44, 40
194.27.251.21/172.16.114.168, 41719, 40494
172.16.113.105/194.27.251.21, 40126, 43982
172.16.117.103/128.32.25.12, 264, 240
135.13.216.191/172.16.114.148, 73281, 2649348
172.16.113.84/137.245.85.134, 88, 80
172.16.116.201/167.8.29.15, 308, 280
172.16.117.132/207.115.207.68, 44, 40
172.16.114.168/152.163.210.14, 44, 40
172.16.114.207/204.123.2.93, 88, 80
209.1.12.46/172.16.112.50, 4900, 6525
172.16.112.149/204.71.177.145, 44, 40
172.16.116.44/204.71.191.33, 44, 40
172.16.116.201/207.200.74.28, 44, 40
172.16.112.149/205.232.134.3, 396, 360
172.16.116.201/160.147.68.21, 44, 40
153.10.8.174/172.16.114.50, 89804, 64378
172.16.114.207/196.227.33.189, 13257, 17872
172.16.113.105/207.155.180.175, 88, 80
172.16.117.132/136.149.142.178, 88, 80
172.16.113.204/194.7.248.153, 41779, 39789
172.16.117.103/198.3.99.101, 44, 40
172.16.117.132/152.163.210.11, 88, 80
172.16.117.52/204.123.2.66, 88, 80
172.16.117.103/198.3.99.199, 44, 40
172.16.112.149/206.145.254.33, 88, 80
172.16.112.149/209.140.44.16, 44, 40
172.16.113.204/137.161.42.245, 44, 40
172.16.113.204/38.177.105.35, 88, 80
172.16.112.50/135.8.60.182, 17185, 11342
172.16.112.149/206.184.157.244, 44, 40
172.16.116.201/207.46.130.14, 484, 440
172.16.117.132/207.46.130.14, 176, 160
172.16.113.84/204.123.2.93, 132, 120
172.16.112.194/207.46.130.14, 88, 80
152.204.242.193/172.16.112.50, 4708, 6532
172.16.117.132/62.52.69.103, 132, 120
172.16.115.87/134.205.165.120, 176, 160
172.16.113.84/208.149.248.2, 88, 80
172.16.113.204/204.146.28.55, 44, 40
172.16.114.148/207.25.71.25, 44, 40
172.16.116.44/204.123.2.93, 44, 40
172.16.113.84/192.168.1.20, 17116, 39604
172.16.112.149/204.71.242.233, 44, 40
172.16.116.44/207.68.178.178, 44, 40
172.16.114.168/204.202.136.230, 88, 80
172.16.113.84/207.25.71.65, 440, 400
172.16.113.84/132.183.145.103, 44, 40
172.16.113.204/206.28.149.16, 88, 80
172.16.112.149/204.153.205.97, 88, 80
172.16.114.168/131.84.1.31, 396, 360
172.16.114.207/206.135.140.28, 88, 80
172.16.114.168/192.5.41.239, 1560, 1552
172.16.113.204/204.162.80.182, 88, 80
172.16.113.204/131.15.144.55, 176, 160
172.16.117.132/167.8.29.15, 924, 840
172.16.113.204/205.181.112.65, 44, 40
