index, number_packets_client_server, number_packets_server_client
172.16.113.105/206.243.238.248, 2, 2
172.16.113.204/143.89.53.151, 1, 1
172.16.117.132/204.123.2.66, 5, 5
172.16.113.204/192.188.162.131, 1, 1
172.16.114.148/38.15.254.104, 4, 4
172.16.117.132/137.71.23.20, 1, 1
172.16.117.103/207.46.130.14, 8, 8
172.16.112.149/136.149.142.178, 4, 4
172.16.113.204/204.162.80.182, 2, 2
172.16.112.149/209.113.183.114, 1, 1
172.16.116.201/207.18.199.6, 3, 3
172.16.117.132/209.203.232.68, 4, 4
172.16.117.132/208.235.235.61, 11, 11
172.16.112.207/131.84.1.31, 4, 4
172.16.116.44/134.205.165.120, 79, 79
172.16.113.204/152.163.210.14, 2, 2
172.16.117.103/207.51.123.250, 2, 2
172.16.112.149/139.72.190.26, 4, 4
135.8.60.182/172.16.117.52, 67, 68
172.16.116.201/207.68.156.95, 2, 2
172.16.112.207/207.155.76.245, 1, 1
172.16.117.103/128.63.247.128, 1, 1
172.16.116.44/204.162.96.34, 4, 4
172.16.115.234/167.8.29.15, 2, 2
172.16.112.149/192.9.24.116, 4, 4
172.16.115.234/166.82.88.27, 1, 1
172.16.117.103/206.111.160.134, 1, 1
172.16.113.204/205.177.58.116, 6, 6
172.16.114.207/207.25.71.145, 2, 2
172.16.117.132/192.41.42.200, 1, 1
172.16.116.201/128.197.27.22, 1, 1
172.16.117.103/198.3.98.99, 1, 1
172.16.115.234/204.123.2.66, 2, 2
172.16.114.148/205.181.130.22, 1, 1
192.168.1.10/172.16.114.169, 25, 27
172.16.113.204/192.168.1.20, 206, 365
172.16.112.194/12.4.244.4, 1, 1
197.182.91.233/172.16.114.168, 269, 270
172.16.114.207/204.123.2.93, 2, 2
172.16.112.194/209.67.25.100, 2, 2
172.16.113.105/197.182.91.233, 380, 459
197.182.91.233/172.16.114.169, 415, 413
195.73.151.50/172.16.112.149, 180, 184
172.16.116.201/206.132.25.71, 6, 6
172.16.114.148/208.21.239.3, 1, 1
172.16.116.201/206.83.105.134, 2, 2
197.218.177.69/172.16.112.194, 714, 619
135.8.60.182/172.16.112.207, 272, 271
172.16.114.168/209.25.64.103, 3, 3
194.27.251.21/172.16.112.194, 7212, 8217
172.16.114.148/204.71.154.162, 1, 1
172.16.116.201/160.147.68.21, 1, 1
172.16.113.84/207.25.71.37, 2, 2
172.16.112.50/205.160.208.190, 4758, 8429
172.16.112.20/135.13.216.191, 99, 101
172.16.113.204/206.135.140.28, 2, 2
172.16.112.149/206.145.254.33, 2, 2
172.16.113.204/198.30.29.17, 6, 6
172.16.113.105/194.7.248.153, 173, 171
172.16.116.201/209.49.75.190, 3, 3
194.27.251.21/192.168.1.20, 312, 1056
172.16.117.132/136.149.142.178, 2, 2
172.16.117.103/152.163.210.14, 1, 1
172.16.112.149/199.95.74.90, 10, 10
172.16.113.84/205.181.112.65, 3, 3
172.16.114.148/192.151.52.13, 1, 1
202.247.224.89/172.16.112.50, 87, 85
172.16.113.84/192.254.26.2, 7, 7
172.16.112.194/207.121.188.40, 7, 7
172.16.117.132/207.25.71.141, 1, 1
172.16.113.84/204.123.2.69, 2, 2
204.71.51.16/172.16.112.50, 87, 85
172.16.113.105/196.37.75.158, 270, 266
172.16.116.201/160.147.163.19, 3, 3
172.16.113.105/205.181.112.65, 1, 1
172.16.117.103/167.8.167.62, 1, 1
172.16.114.148/205.228.252.14, 2, 2
172.16.116.44/205.181.112.122, 4, 4
172.16.112.207/204.123.2.69, 2, 2
172.16.116.201/207.25.71.25, 9, 9
172.16.112.194/209.1.224.15, 8, 8
172.16.117.103/134.152.23.6, 1, 1
172.16.117.132/209.21.140.120, 1, 1
197.182.91.233/172.16.114.50, 214, 225
172.16.113.204/194.7.248.153, 383, 378
172.16.112.20/197.218.177.69, 37, 40
172.16.114.168/131.84.1.31, 9, 9
172.16.112.50/196.227.33.189, 247, 252
172.16.112.194/128.214.248.6, 1, 1
172.16.112.207/206.160.225.18, 2, 2
172.16.112.149/207.155.125.158, 1, 1
172.16.116.201/209.26.69.29, 1, 1
172.16.117.103/209.61.101.125, 1, 1
195.115.218.108/172.16.114.207, 192, 191
172.16.112.149/198.3.99.101, 1, 1
172.16.112.207/207.121.187.251, 3, 3
172.16.112.149/207.25.71.25, 2, 2
172.16.113.105/204.71.242.42, 8, 8
172.16.112.207/208.149.248.2, 1, 1
172.16.112.194/205.181.112.65, 1, 1
172.16.117.132/192.101.147.17, 7, 7
172.16.115.234/136.149.142.178, 5, 5
172.16.116.201/143.166.224.45, 1, 1
172.16.112.20/194.7.248.153, 92, 92
196.37.75.158/172.16.112.50, 606, 380
172.16.116.201/206.117.180.79, 12, 12
172.16.117.132/204.71.177.204, 2, 2
172.16.113.84/207.68.156.95, 1, 1
172.16.113.105/205.150.151.100, 1, 1
172.16.113.105/194.27.251.21, 392, 372
172.16.116.201/205.181.112.40, 1, 1
172.16.115.234/192.9.24.116, 2, 2
172.16.117.132/149.123.1.6, 2, 2
172.16.115.87/209.1.224.15, 3, 3
172.16.112.194/131.215.134.21, 1, 1
172.16.114.148/152.163.210.14, 1, 1
172.16.116.194/207.46.148.249, 1, 1
192.168.1.10/172.16.114.168, 39, 40
172.16.113.105/204.225.48.34, 1, 1
196.227.33.189/172.16.113.50, 130, 130
172.16.112.207/192.188.162.131, 1, 1
172.16.114.168/143.89.53.151, 1, 1
172.16.117.103/204.71.177.71, 1, 1
172.16.117.52/140.175.174.30, 2, 2
172.16.113.84/208.158.201.3, 1, 1
172.16.112.149/207.240.118.17, 2, 2
172.16.113.204/204.123.2.66, 1, 1
195.73.151.50/172.16.114.50, 51, 54
172.16.114.168/129.53.216.5, 4, 4
172.16.117.111/134.205.165.120, 4, 4
172.16.113.204/199.94.242.15, 3, 3
195.115.218.108/172.16.113.84, 252, 250
172.16.115.234/204.123.9.97, 2, 2
197.182.91.233/172.16.116.22, 14, 0
172.16.117.132/209.185.42.242, 4, 4
172.16.114.148/207.25.71.25, 1, 1
172.16.113.84/208.149.248.2, 2, 2
172.16.114.207/204.146.28.55, 1, 1
172.16.114.168/152.163.210.11, 1, 1
135.13.216.191/172.16.113.50, 44, 46
172.16.116.201/206.71.77.228, 1, 1
172.16.112.207/206.79.171.51, 3, 3
172.16.117.52/136.149.142.178, 2, 2
172.16.114.168/205.177.58.116, 4, 4
172.16.117.52/209.101.61.251, 2, 2
172.16.115.5/207.25.71.145, 2, 2
172.16.115.234/209.116.214.15, 2, 2
172.16.114.148/204.71.177.71, 1, 1
197.182.91.233/172.16.112.194, 411, 397
172.16.116.44/204.123.2.93, 1, 1
172.16.112.194/204.243.96.55, 1, 1
172.16.116.201/198.174.169.49, 4, 4
172.16.116.201/128.32.109.245, 1, 1
172.16.112.50/197.218.177.69, 470, 1751
172.16.115.234/204.71.177.219, 1, 1
197.218.177.69/172.16.113.204, 1736, 1070
172.16.112.149/206.111.61.229, 1, 1
172.16.116.201/187.187.187.187, 1, 1
172.16.116.44/128.103.180.53, 4, 4
172.16.114.168/62.52.69.77, 1, 1
172.16.113.204/38.177.105.35, 2, 2
172.16.117.103/198.102.244.44, 6, 6
172.16.112.207/199.95.74.90, 2, 2
172.16.112.194/209.1.112.251, 1, 1
172.16.113.84/206.111.61.229, 1, 1
172.16.113.204/199.50.26.17, 1, 1
172.16.113.105/207.230.90.213, 5, 5
172.16.115.234/204.123.2.93, 3, 3
172.16.117.132/167.8.29.15, 21, 21
172.16.116.201/134.205.165.120, 9, 9
172.16.112.207/199.95.74.94, 2, 2
172.16.114.168/206.28.149.16, 1, 1
172.16.113.204/198.5.212.11, 1, 1
172.16.112.207/205.181.112.65, 2, 2
172.16.116.201/167.8.167.62, 1, 1
172.16.115.87/204.152.167.20, 2, 2
172.16.113.105/195.115.218.108, 285, 279
135.13.216.191/172.16.112.50, 69964, 41692
172.16.116.194/194.7.248.153, 40, 47
172.16.113.84/152.163.212.173, 1, 1
172.16.115.234/166.84.59.23, 1, 1
192.168.1.10/172.16.112.149, 39, 42
172.16.117.103/198.3.99.101, 1, 1
172.16.114.50/196.37.75.158, 162, 156
196.227.33.189/172.16.113.84, 99, 103
172.16.115.5/207.46.130.14, 3, 3
172.16.113.84/207.159.105.132, 5, 5
172.16.116.44/207.25.71.25, 1, 1
205.180.112.36/172.16.112.50, 91, 85
172.16.115.5/135.8.60.182, 62, 66
172.16.113.204/209.38.72.48, 1, 1
172.16.114.169/135.8.60.182, 196, 195
194.7.248.153/192.168.1.20, 170, 704
172.16.117.52/192.41.3.149, 7, 7
172.16.114.207/143.101.250.20, 8, 8
172.16.112.149/209.68.3.136, 4, 4
172.16.117.132/207.115.207.68, 1, 1
192.168.1.10/172.16.112.207, 40, 41
172.16.114.168/135.8.60.182, 321, 314
172.16.115.87/207.25.71.145, 2, 2
172.16.112.207/208.237.178.21, 1, 1
172.16.115.234/208.225.124.140, 1, 1
172.16.115.234/196.227.33.189, 55, 48
172.16.116.44/205.228.184.153, 1, 1
172.16.114.168/152.163.210.14, 1, 1
172.16.112.194/195.73.151.50, 191, 185
172.16.113.204/209.41.61.94, 1, 1
172.16.114.207/137.161.42.245, 1, 1
172.16.116.44/199.95.74.90, 2, 2
172.16.117.52/128.164.127.251, 7, 7
172.16.116.201/209.207.5.102, 3, 3
172.16.113.84/204.170.22.82, 1, 1
172.16.117.132/212.48.2.23, 1, 1
172.16.113.84/207.71.209.188, 4, 4
172.16.117.103/209.207.5.102, 2, 2
172.16.112.194/140.175.174.30, 4, 4
172.16.117.103/131.84.1.31, 1, 1
172.16.112.207/198.30.29.17, 6, 6
172.16.117.132/207.77.90.77, 4, 4
197.182.91.233/192.168.1.20, 24, 48
172.16.112.194/134.205.165.120, 1, 1
172.16.112.149/194.27.251.21, 418, 404
172.16.117.132/62.52.69.80, 4, 4
172.16.116.201/128.63.247.128, 1, 1
172.16.115.234/207.46.148.249, 5, 5
172.16.112.207/204.123.2.93, 1, 1
172.16.116.44/167.8.29.15, 1, 1
172.16.117.103/206.79.229.58, 1, 1
172.16.112.149/205.232.134.3, 9, 9
172.16.114.168/204.123.2.66, 1, 1
172.16.112.194/209.67.183.23, 3, 3
195.115.218.108/172.16.113.204, 259, 266
172.16.114.168/197.218.177.69, 589, 769
208.240.124.83/172.16.112.50, 22387, 22203
172.16.113.204/206.86.247.49, 1, 1
207.75.239.115/172.16.112.50, 173, 170
172.16.116.201/199.95.74.90, 4, 4
197.182.91.233/172.16.113.204, 376, 376
172.16.113.105/204.71.242.170, 1, 1
172.16.113.105/204.162.80.141, 1, 1
172.16.116.201/209.1.224.15, 11, 11
172.16.114.148/187.187.187.187, 1, 1
172.16.113.105/208.3.139.230, 1, 1
172.16.113.204/135.8.60.182, 182, 175
172.16.114.169/197.218.177.69, 929, 2583
172.16.112.207/152.163.210.14, 1, 1
172.16.112.149/206.184.157.244, 1, 1
135.8.60.182/172.16.114.207, 312, 321
172.16.116.44/205.177.228.202, 1, 1
172.16.115.87/207.25.71.25, 6, 6
172.16.115.87/167.8.29.15, 1, 1
172.16.117.52/209.101.61.247, 1, 1
172.16.113.84/204.152.167.20, 3, 3
172.16.116.201/166.82.236.10, 3, 3
172.16.114.148/205.131.175.5, 1, 1
172.16.112.207/205.198.116.30, 2, 2
172.16.113.84/204.71.177.135, 1, 1
172.16.114.168/144.3.144.13, 3, 3
172.16.116.44/207.77.90.36, 13, 13
172.16.116.44/209.116.214.15, 2, 2
197.182.91.233/172.16.114.207, 455, 350
172.16.116.44/207.68.178.178, 1, 1
172.16.112.20/195.73.151.50, 50, 52
172.16.117.52/193.129.91.7, 1, 1
172.16.114.148/136.149.142.178, 6, 6
172.16.115.234/205.228.184.153, 1, 1
172.16.117.132/206.79.179.170, 2, 2
172.16.116.201/199.35.192.127, 3, 3
172.16.112.207/205.181.112.122, 1, 1
172.16.112.194/204.181.147.2, 2, 2
172.16.114.168/143.101.250.20, 8, 8
172.16.116.201/205.177.228.202, 1, 1
172.16.113.84/207.68.149.20, 5, 5
172.16.114.207/209.1.112.252, 1, 1
172.16.112.149/207.46.131.13, 2, 2
172.16.114.207/129.53.216.5, 4, 4
172.16.112.149/209.140.44.16, 1, 1
172.16.113.84/207.37.250.41, 1, 1
172.16.114.168/209.41.61.94, 1, 1
172.16.112.207/207.25.71.25, 1, 1
194.7.248.153/172.16.113.84, 208, 211
172.16.112.149/209.67.19.194, 1, 1
172.16.117.132/207.121.190.172, 1, 1
172.16.116.44/208.237.178.21, 1, 1
172.16.114.168/195.115.218.108, 194, 191
172.16.112.207/207.46.130.14, 4, 4
172.16.114.169/205.181.112.122, 3, 3
172.16.117.103/160.111.25.70, 1, 1
172.16.113.84/204.162.80.140, 1, 1
172.16.117.132/204.71.177.71, 4, 4
172.16.117.103/207.200.74.28, 1, 1
172.16.114.207/209.25.64.103, 4, 4
172.16.117.132/207.25.71.145, 65, 81
172.16.116.201/209.135.24.2, 3, 3
172.16.112.207/209.100.145.3, 2, 2
172.16.114.207/196.227.33.189, 161, 162
172.16.114.207/192.254.26.2, 6, 6
172.16.112.194/140.175.21.20, 2, 2
172.16.117.103/209.185.106.195, 1, 1
172.16.114.207/206.28.149.16, 1, 1
172.16.112.194/207.46.130.14, 2, 2
172.16.115.234/194.7.248.153, 64, 55
